AU;Petroleum Refinery;i23.2;A_REFN;AU;Motor Gasoline;p23.20.a;C_MGSL;tonnes;12222004.06;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Aviation Gasoline;p23.20.b;C_AGSL;tonnes;62000.15709;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Kerosene Type Jet Fuel;p23.20.d;C_KJET;tonnes;4346983.633;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Kerosene;p23.20.e;C_KERO;tonnes;15999.51657;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Gas/Diesel Oil;p23.20.f;C_DOIL;tonnes;10803089.01;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Heavy Fuel Oil;p23.20.g;C_FOIL;tonnes;951998.5983;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Refinery Gas;p23.20.h;C_RGAS;tonnes;797005.3787;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Liquefied Petroleum Gases (LPG);p23.20.i;C_LPGA;tonnes;2858083.639;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Refinery Feedstocks;p23.20.j;C_REFF;tonnes;2252998.13;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Ethane;p23.20.k;C_ETHA;tonnes;599999.3538;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Naphtha;p23.20.l;C_NAPT;tonnes;161000.6668;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;White Spirit & SBP;p23.20.m;C_WHSP;tonnes;318999.1786;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Lubricants;p23.20.n;C_LUBR;tonnes;609999.3431;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Bitumen;p23.20.o;C_BITU;tonnes;1236007.927;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Paraffin Waxes;p23.20.p;C_PARW;tonnes;1999.007504;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Petroleum Coke;p23.20.q;C_PETC;tonnes;1339998.557;FALSE
AU;Petroleum Refinery;i23.2;A_REFN;AU;Non-specified Petroleum Products;p23.20.r;C_NSPP;tonnes;3918014.708;FALSE
